"UniversalName","Strain","VectorBorne","Vector","OtherTaxonomicInfo","Reference_Reservoir","Reference_Vector","LatestSppName","HumanOnly","IndirectDetectionOnly","Reference","DataSource","Reservoir","Accessions","WholeGenome","InfectsHumans"
"Venezuelan equine encephalitis virus","Subtype IE (enzootic)",1,"Mosquito",NA,"weaver2004",NA,"Venezuelan equine encephalitis virus",FALSE,FALSE,"Mangiafico et al. 2002; 19871301; 22989182; http://www.sciencedirect.com/science/article/pii/S0042682214004814","Olival2017; Woolhouse2018; Internal","Rodent","KC344449.1",1,TRUE
"Vesicular exanthema of swine virus","Vesicular exanthema of swine virus",0,NA,"Strain",NA,NA,"Vesicular exanthema of swine virus",FALSE,FALSE,"NA; 9502467; 6283714","Woolhouse2018","Artiodactyl","NC_002551.1",1,TRUE
"Visna/maedi virus","Visna/maedi virus",0,NA,"Automatic match",NA,NA,"Visna-maedi virus",FALSE,NA,"","Olival2017; Woolhouse2018","Artiodactyl","NC_001452.1",1,FALSE
"Volepox virus","Volepox virus",0,NA,"Automatic match",NA,NA,"Volepox virus",FALSE,NA,"","Olival2017","Rodent","NC_031033.1",1,FALSE
"Wad Medani virus","Wad Medani virus",1,"Tick","Automatic match",NA,NA,"Wad Medani virus",FALSE,NA,"","Olival2017; Woolhouse2018",NA,"NC_027533.1; NC_027539.1; NC_027540.1; NC_027541.1; NC_027542.1; NC_027543.1; NC_027544.1; NC_027545.1; NC_027546.1; NC_027547.1",1,FALSE
"Wallal virus","Wallal virus",1,"Midge","Automatic match",NA,NA,"Wallal virus",FALSE,NA,"","Olival2017; Woolhouse2018","Macropod","NC_022553.1; NC_022554.1; NC_022555.1; NC_022560.1; NC_022556.1; NC_022561.1; NC_022562.1; NC_022557.1; NC_022558.1; NC_022559.1",1,FALSE
"Warrego virus","Warrego virus",1,"Midge","Automatic match",NA,NA,"Warrego virus",FALSE,NA,"","Olival2017; Woolhouse2018","Macropod","KJ495755.1; KJ495756.1; KJ495757.1; KJ495758.1; KJ495759.1; KJ495760.1; KJ495762.1; KJ495761.1; KJ495763.1; KJ495764.1",1,FALSE
"Wenzhou mammarenavirus","Wenzhou virus",0,NA,NA,NA,NA,"Wenzhou mammarenavirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Rodent","NC_026019.1; NC_026018.1",1,FALSE
"Wesselsbron virus","Wesselsbron virus",1,"Mosquito",NA,NA,NA,"Wesselsbron virus",FALSE,FALSE,"Smithburn et al. 1957; 13506709; 15958020; Calisher, Charles H., and Ernest A. Gould. \Taxonomy of the virus family Flaviviridae.\ï_ê‘_ï_ê‘__Advances in virus researchï_ê‘_ï_ê‘__59 (2003): 1-20.","Olival2017; Woolhouse2018; Internal","Orphan","NC_012735.1",1,TRUE
"West Caucasian bat lyssavirus","West Caucasian bat virus",0,NA,NA,NA,NA,"West Caucasian bat lyssavirus",FALSE,FALSE,"; ","Internal","Vespbat","NC_025377.1",1,TRUE
"West Nile virus","West Nile virus",1,"Mosquito",NA,"Knipe2013",NA,"West Nile virus",FALSE,FALSE,"Angelini et al. 2010; Available from external site; 17332186; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2","Olival2017; Woolhouse2018; Internal","Passeriformes","NC_001563.2",1,TRUE
"Western equine encephalitis virus","Western equine encephalitis virus",1,"Mosquito",NA,"Knipe2013","Knipe2013","Western equine encephalitis virus",FALSE,FALSE,"Calisher et al. 1994; 17736946; 22989182; http://www.pnas.org/content/85/16/5997.full.pdf","Olival2017; Woolhouse2018; Internal","Passeriformes","NC_003908.1",1,TRUE
"Whataroa virus","Whataroa virus",1,"Mosquito",NA,"miles1971",NA,"Whataroa virus",FALSE,TRUE,"NA; 14244706; 15381803","Woolhouse2018","Passeriformes","NC_016961.1",1,FALSE
"White bream virus","White bream virus",0,NA,NA,NA,NA,"White bream virus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_008516.1",1,FALSE
"White-eye coronavirus HKU16","White-eye coronavirus HKU16",0,NA,NA,"woo2012a",NA,"White-eye coronavirus HKU16",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_016991.1",1,FALSE
"Whitewater Arroyo mammarenavirus","Whitewater arroyo virus",0,NA,"Strain",NA,NA,"Whitewater Arroyo mammarenavirus",FALSE,FALSE,"CDC Report; 10960307; 11508391; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_010703.1; NC_010700.1",1,TRUE
"Wigeon coronavirus HKU20","Wigeon coronavirus HKU20",0,NA,NA,"woo2012a",NA,"Wigeon coronavirus HKU20",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_016995.1",1,FALSE
"Wongabel hapavirus","Wongabel virus",1,"Midge",NA,NA,NA,"Wongabel hapavirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_011639.1",1,FALSE
"Woodchuck hepatitis virus","Woodchuck hepatitis virus",0,NA,"Automatic match",NA,NA,"Woodchuck hepatitis virus",FALSE,NA,"","Olival2017","Rodent","NC_004107.1",1,FALSE
"Woolly monkey sarcoma virus","Woolly monkey sarcoma virus",0,NA,"Automatic match",NA,NA,"Woolly monkey sarcoma virus",FALSE,TRUE,"; Aoki et al. 1976","Olival2017","NonHumanPrimate","NC_009424.5",1,FALSE
"Wyeomyia orthobunyavirus","Wyeomyia orthobunyavirus",1,"Mosquito","Automatic match",NA,NA,"Wyeomyia orthobunyavirus",FALSE,FALSE,"Sirhongse & Johnson 1965; 14332846; 22278828","Olival2017; Woolhouse2018","Orphan","NC_034212.1; NC_034213.1; NC_034211.1",1,TRUE
"Xipapillomavirus 1","Xipapillomavirus 1",0,NA,NA,NA,NA,"Xipapillomavirus 1",FALSE,NA,"","Olival2017","Artiodactyl","NC_004197.1",1,FALSE
"Yaba monkey tumor virus","Yaba monkey tumor virus",0,NA,"Automatic match",NA,NA,"Yaba monkey tumor virus",FALSE,TRUE,"Grace & Mirand 1965","Olival2017","NonHumanPrimate","NC_005179.1",1,FALSE
"Yellow fever virus","Yellow fever virus – African urban cycle",1,"Mosquito",NA,"Knipe2013","Knipe2013","Yellow fever virus",FALSE,FALSE,"Pisano et al. 1997; Available from external site; 25672346; 11113383; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2","Olival2017; Woolhouse2018; Internal","Human","JX898871.1",1,TRUE
"Yokose virus","Yokose virus",NA,NA,NA,NA,NA,"Yokose virus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Vespbat","NC_005039.1",1,FALSE
"Yug Bogdanovac vesiculovirus","Yug Bogdanovac virus",1,"Sandfly",NA,NA,NA,"Yug Bogdanovac vesiculovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_025378.1",1,FALSE
"Zaire ebolavirus","Zaire ebolavirus",0,NA,NA,NA,NA,"Zaire ebolavirus",FALSE,FALSE,"Georges et al. 1999; 65661; 10024977; http://www.nature.com/nature/journal/v438/n7068/abs/438575a.html","Olival2017; Woolhouse2018; Internal","Pterobat","NC_002549.1",1,TRUE
"Zegla orthobunyavirus","Zegla orthobunyavirus",NA,NA,"Automatic match",NA,NA,"Zegla orthobunyavirus",FALSE,NA,"","Olival2017; Woolhouse2018","Orphan","NC_043687.1; NC_043688.1; NC_043686.1",1,FALSE
"Zetapapillomavirus 1","Zetapapillomavirus 1",0,NA,NA,NA,NA,"Zetapapillomavirus 1",FALSE,NA,"","Olival2017","Perissodactyla","NC_003748.1",1,FALSE
"Zika virus","Zika virus",1,"Mosquito",NA,NA,NA,"Zika virus",FALSE,FALSE,"Duffy et al. 2010; 13157159; 21529401; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4593454/","Olival2017; Woolhouse2018; Internal","Orphan","NC_012532.1",1,TRUE
"Choclo orthohantavirus","Choclo orthohantavirus",0,NA,"Added Nov 2018","﻿Vincent2000",NA,"Choclo orthohantavirus",FALSE,FALSE,"11062031; 19556568","Woolhouse2018","Rodent","NC_038374.1; NC_038373.1",1,TRUE
"Ekpoma 1 tibrovirus","Ekpoma 1 tibrovirus",NA,NA,"Added Nov 2018","﻿Stremlau2015",NA,"Ekpoma 1 tibrovirus",FALSE,FALSE,"25781465; 23028323","Woolhouse2018","Orphan","NC_038282.1",1,TRUE
"Ekpoma 2 tibrovirus","Ekpoma 2 tibrovirus",NA,NA,"Added Nov 2018","﻿Stremlau2015",NA,"Ekpoma 2 tibrovirus",FALSE,FALSE,"25781465; 23028323","Woolhouse2018","Orphan","NC_038283.1",1,TRUE
"Mammalian 2 bornavirus","Mammalian 2 bornavirus",NA,NA,"Added Nov 2018","﻿Hoffmann2015",NA,"Mammalian 2 orthobornavirus",FALSE,FALSE,"26154788; 26154788","Woolhouse2018","Orphan","NC_030701.1",1,TRUE
"Rotavirus H","Rotavirus H",0,NA,"Added Nov 2018","﻿Yinda2018",NA,"Rotavirus H",FALSE,FALSE,"10921117; 26658066","Woolhouse2018","Orphan","NC_007548.1; NC_007549.1; NC_007550.1; NC_007551.1; NC_007552.1; NC_007553.1; NC_007554.1; NC_007555.1; NC_007556.1; NC_007557.1; NC_007558.1",1,TRUE
"Aedes pseudoscutellaris reovirus","Aedes pseudoscutellaris reovirus",0,"Mosquito","Added Nov 2018","﻿Attoui2005",NA,"Aedes pseudoscutellaris reovirus",FALSE,NA,"","Woolhouse2018","Insect","NC_007666.1; NC_007667.1; NC_007668.1; NC_007669.1; NC_007670.1; NC_007671.1; NC_007672.1; NC_007673.1; NC_007674.1",1,FALSE
"African pouched rat arterivirus","African pouched rat arterivirus",NA,NA,"Added Nov 2018",NA,NA,"Lambdaarterivirus afriporav",FALSE,NA,"","Woolhouse2018","Orphan","NC_026439.1",1,FALSE
"Aichivirus B","Aichivirus B",0,NA,"Added Nov 2018","﻿Jeoung2011; ﻿Khamrin2014",NA,"Aichivirus B",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_004421.1",1,FALSE
"Aichivirus C","Aichivirus C",0,NA,"Added Nov 2018","﻿Khamrin2014",NA,"Aichivirus C",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_011829.1",1,FALSE
"Aichivirus D","Aichivirus D",0,NA,"Added Nov 2018","﻿Otomaru2016",NA,"Aichivirus D",FALSE,NA,"","Woolhouse2018","Orphan","NC_027919.1",1,FALSE
"Aichivirus E","Aichivirus E",0,NA,"Added Nov 2018","﻿Pankovics2016",NA,"Aichivirus E",FALSE,NA,"","Woolhouse2018","Orphan","KT325852.1",1,FALSE
"Aichivirus F","Aichivirus F",0,NA,"Added Nov 2018","﻿Li2010a",NA,"Aichivirus F",FALSE,NA,"","Woolhouse2018","Orphan","KJ641694.1",1,FALSE
"Alajuela orthobunyavirus","Alajuela orthobunyavirus",1,"Mosquito","Added Nov 2018",NA,"﻿Plyusnin2011","Alajuela orthobunyavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_038717.1; NC_038715.1; NC_038716.1",1,FALSE
"Alfalfa dwarf cytorhabdovirus","Alfalfa dwarf cytorhabdovirus",NA,NA,"Added Nov 2018",NA,NA,"Alfalfa dwarf cytorhabdovirus",FALSE,NA,"","Woolhouse2018","Plant","NC_028237.2",1,FALSE
"Amga orthohantavirus","Amga orthohantavirus",NA,NA,"Added Nov 2018","﻿Yanagihara2015",NA,"Seewis orhtohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","KF974359.1; KF974360.1",0,FALSE
"Ampivirus A","Ampivirus A",NA,NA,"Added Nov 2018","﻿Reuter2015",NA,"Ampivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_027214.1",1,FALSE
"Aquareovirus A","Aquareovirus A",0,NA,"Added Nov 2018","﻿Lupiani1995",NA,"Aquareovirus A",FALSE,NA,"","Woolhouse2018","Fish","NC_007582.1; NC_007583.1; NC_007584.1; NC_007586.1; NC_007592.1; NC_007585.1; NC_007587.1; NC_007588.1; NC_007589.1; NC_007590.1; NC_007591.1",1,FALSE
"Aquareovirus B","Aquareovirus B",0,NA,"Added Nov 2018","﻿Lupiani1995",NA,"Aquareovirus B",FALSE,NA,"","Woolhouse2018","Fish","NC_038630.1; NC_038629.1; NC_038624.1; NC_038625.1; NC_038631.1; NC_038626.1; NC_038627.1; NC_038632.1; NC_038628.1; NC_038633.1",1,FALSE
"Aquareovirus C","Aquareovirus C",0,NA,"Added Nov 2018","﻿Lupiani1995",NA,"Aquareovirus C",FALSE,NA,"","Woolhouse2018","Fish","NC_005166.1; NC_005167.1; NC_005168.1; NC_005169.1; NC_005170.1; NC_005171.1; NC_005172.1; NC_005173.1; NC_005174.1; NC_005175.1; NC_005176.1",1,FALSE
"Aquareovirus E","Aquareovirus E",0,NA,"Added Nov 2018","﻿Lupiani1995",NA,"Aquareovirus E",FALSE,NA,"","Woolhouse2018","Fish","NC_038640.1; NC_038634.1; NC_038635.1; NC_038641.1; NC_038636.1; NC_038637.1; NC_038643.1; NC_038639.1; NC_038638.1; NC_038642.1; NC_038644.1",1,FALSE
"Aquareovirus G","Aquareovirus G",0,NA,"Added Nov 2018","﻿Lupiani1995",NA,"Aquareovirus G",FALSE,NA,"","Woolhouse2018","Fish","NC_010584.1; NC_010585.1; NC_010586.1; NC_010587.1; NC_010588.1; NC_010589.1; NC_010590.1; NC_010591.1; NC_010592.1; NC_010593.1; NC_010594.1",1,FALSE
"Asama orthohantavirus","Asama orthohantavirus",NA,NA,"Added Nov 2018","﻿Arai2008",NA,"Asama orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038274.1; NC_038273.1",0,FALSE
"Asikkala orthohantavirus","Asikkala orthohantavirus",NA,NA,"Added Nov 2018","﻿Radosa2013",NA,"Asikkala orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","KC880348.1; KC880345.1; KC880342.1",0,FALSE
"Avian avulavirus 13","Avian avulavirus 13",NA,NA,"Added Nov 2018",NA,NA,"Avian orthoavulavirus 13",FALSE,NA,"","Woolhouse2018",NA,"NC_030231.1",1,FALSE
"Avian avulavirus 2","APMV-2/Chicken/California/Yucaipa/56",0,NA,"Added Nov 2018","gogoi2017",NA,"Avian metaavulavirus 2",FALSE,NA,"","Woolhouse2018","Galliformes","NC_039230.1",1,FALSE
"Avian leukosis virus","Avian leukosis virus",0,NA,"Added Nov 2018","﻿Gao2010; Knipe2013",NA,"Avian leukosis virus",FALSE,NA,"","Woolhouse2018","Galliformes","KY235336.1",1,FALSE
"Avian orthoreovirus","Avian orthoreovirus",0,NA,"Added Nov 2018","﻿Jones2000",NA,"Avian orthoreovirus",FALSE,NA,"","Woolhouse2018","Galliformes","NC_015126.1; NC_015128.1; NC_015127.1; NC_015129.1; NC_015130.1; NC_015131.1; NC_015132.1; NC_015133.1; NC_015134.1; NC_015135.1",1,FALSE
"Avian sapelovirus","Avian sapelovirus",NA,NA,"Added Nov 2018",NA,NA,"Anativirus A",FALSE,NA,"","Woolhouse2018",NA,"NC_006553.1",1,FALSE
"Avisivirus A","Avisivirus A",NA,NA,"Added Nov 2018","﻿Boros2013",NA,"Avisivirus A",FALSE,NA,"","Woolhouse2018","Orphan","NC_038304.1",1,FALSE
"Badu phasivirus","Badu phasivirus",0,"Mosquito","Added Nov 2018","﻿Hobson-peters2016","﻿Hobson-peters2016","Badu phasivirus",FALSE,NA,"","Woolhouse2018","Insect","NC_038257.1; NC_038258.1; NC_038259.1",1,FALSE
"Ball python nidovirus 1","Ball python nidovirus 1",NA,NA,"Added Nov 2018","﻿Stenglein2014",NA,"Ball python nidovirus 1",FALSE,NA,"","Woolhouse2018","Reptile","NC_024709.1",1,FALSE
"Barley yellow striate mosaic cytorhabdovirus","Barley yellow striate mosaic cytorhabdovirus",NA,NA,"Added Nov 2018",NA,NA,"Barley yellow striate mosaic cytorhabdovirus",FALSE,NA,"","Woolhouse2018","Plant","NC_028244.1",1,FALSE
"Bat mumps rubulavirus","Bat mumps rubulavirus",NA,NA,"Added Nov 2018","﻿Drexler2012",NA,"Bat mumps orthorubulavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038271.1",1,FALSE
"Batama orthobunyavirus","Batama orthobunyavirus",NA,NA,"Added Nov 2018",NA,"Knipe2013","Batama orthobunyavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_038722.1",1,FALSE
"Bertioga orthobunyavirus","Bertioga orthobunyavirus",NA,NA,"Added Nov 2018",NA,"Knipe2013","Bertioga orthobunyavirus",FALSE,NA,"","Woolhouse2018",NA,"KY013487.1; KY013488.1; KY013489.1",1,FALSE
"Blotched snakehead virus","Blotched snakehead virus",NA,NA,"Added Nov 2018",NA,NA,"Blotched snakehead virus",FALSE,NA,"","Woolhouse2018","Fish","NC_005983.1",0,FALSE
"Bovine nidovirus 1","Bovine nidovirus 1",NA,NA,"Added Nov 2018","﻿Tokarz2018",NA,"Bovine nidovirus 1",FALSE,NA,"","Woolhouse2018","Orphan","NC_027199.1",1,FALSE
"Bovine rhinitis A virus","Bovine rhinitis A virus",0,NA,"Added Nov 2018","﻿Murray2016",NA,"Bovine rhinitis A virus",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_038303.1",1,FALSE
"Bovine rhinitis B virus","Bovine rhinitis B virus",NA,NA,"Added Nov 2018",NA,NA,"Bovine rhinitis B virus",FALSE,NA,"","Woolhouse2018",NA,"NC_010354.1",1,FALSE
"Bowe orthohantavirus","Bowe orthohantavirus",NA,NA,"Added Nov 2018","﻿Gu2013",NA,"Bowe orthohantavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_034407.1; NC_034406.1; NC_034405.1",1,FALSE
"Bruges orthohantavirus","Bruges orthohantavirus",0,NA,"Added Nov 2018","﻿Laenen2018",NA,"Bruges orthohantavirus",FALSE,NA,"","Woolhouse2018","Eulipotyphla","NC_034402.1; NC_034395.1; NC_034394.1",1,FALSE
"Bulbul coronavirus HKU11","Bulbul coronavirus HKU11",0,NA,"Added Nov 2018","﻿Woo2009",NA,"Bulbul coronavirus HKU11",FALSE,FALSE,"NA; ","Woolhouse2018; Internal; Woolhouse2018","Orphan","NC_011547.1",1,FALSE
"Burana orthonairovirus","Burana orthonairovirus",1,"Tick","Added Nov 2018",NA,"﻿Kuhn2016","Tamdy orthonairovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_031284.1; NC_031285.1; NC_031286.1",1,FALSE
"Cadicivirus A","Cadicivirus A",0,NA,"Added Nov 2018","﻿Woo2012",NA,"Cadicivirus A",FALSE,NA,"","Woolhouse2018","Carnivore","NC_021178.1",1,FALSE
"Cao Bang orthohantavirus","Cao Bang orthohantavirus",0,NA,"Added Nov 2018","﻿Gu2016",NA,"Cao Bang orthohantavirus",FALSE,NA,"","Woolhouse2018","Eulipotyphla","NC_034485.1; NC_034474.1; NC_034484.1",1,FALSE
"Capim orthobunyavirus","Capim orthobunyavirus",1,"Mosquito","Added Nov 2018",NA,"Knipe2013","Capim orthobunyavirus",FALSE,NA,"","Woolhouse2018",NA,"NC_034482.1; NC_034493.1; NC_034483.1",1,FALSE
"Carajas vesiculovirus","Carajas vesiculovirus",1,"Sandfly","Added Nov 2018",NA,"﻿TravassosdaRosa1984","Carajas vesiculovirus",FALSE,NA,"","Woolhouse2018",NA,"NC_038285.1",1,FALSE
"Cardiovirus C","Cardiovirus C",NA,NA,"Added Nov 2018",NA,NA,"Cardiovirus C",FALSE,NA,"","Woolhouse2018","Orphan","NC_038305.1",1,FALSE
"Chaco sripuvirus","Chaco sripuvirus",NA,NA,"Added Nov 2018","causey1966",NA,"Chaco sripuvirus",FALSE,NA,"","Woolhouse2018","Reptile","NC_034550.1",1,FALSE
"Chenuda virus","Chenuda virus",1,"Tick","Added Nov 2018",NA,"﻿Labuda2004; ﻿Attoui2015","Chenuda virus",FALSE,NA,"","Woolhouse2018",NA,"KP268794.1; KP268795.1; KP268796.1; KP268797.1; KP268798.1; KP268799.1; KP268800.1; KP268801.1; KP268802.1; KP268803.1",1,FALSE
"Chilibre phlebovirus","Chilibre phlebovirus",1,"Sandfly","Added Nov 2018",NA,"﻿Knipe2013; Elliott2014","Chilibre phlebovirus",FALSE,NA,"","Woolhouse2018",NA,"MK330756.1; MK330757.1; MK330758.1",1,FALSE
"Chinook salmon nidovirus 1","Chinook salmon nidovirus 1",NA,NA,"Added Nov 2018","﻿Schutze2016",NA,"Chinook salmon nidovirus 1",FALSE,NA,"","Woolhouse2018","Fish","NC_026812.1",1,FALSE
"Coffee ringspot dichorhavirus","Coffee ringspot dichorhavirus",NA,NA,"Added Nov 2018",NA,NA,"Coffee ringspot dichorhavirus",FALSE,NA,"","Woolhouse2018","Plant","NC_038756.1; NC_038755.1",1,FALSE
"Colocasia bobone disease-associated cytorhabdovirus","Colocasia bobone disease-associated cytorhabdovirus",NA,NA,"Added Nov 2018",NA,NA,"Colocasia bobone disease-associated cytorhabdovirus",FALSE,NA,"","Woolhouse2018","Plant","NC_034551.1",1,FALSE
"Cosavirus A","Cosavirus A",NA,NA,"Added Nov 2018","﻿Kapoor2008",NA,"Cosavirus A",TRUE,FALSE,"19033469; 27631733; 19033469","Woolhouse2018","Human","NC_012800.1",1,TRUE
"Cosavirus B","Cosavirus B",NA,NA,"Added Nov 2018","﻿Kapoor2008",NA,"Cosavirus B",TRUE,FALSE,"19033469; 27631733; 19033469","Woolhouse2018","Orphan","NC_012801.1",1,TRUE
"Cosavirus D","Cosavirus D",NA,NA,"Added Nov 2018","﻿Kapoor2008",NA,"Cosavirus D",TRUE,FALSE,"19033469; 27631733; 19033469","Woolhouse2018","Orphan","NC_012802.1",1,TRUE
"Cosavirus E","Cosavirus E",NA,NA,"Added Nov 2018","﻿Holtz2008",NA,"Cosavirus E",TRUE,FALSE,"19102772; 27631733; 19033469","Woolhouse2018","Orphan","NC_012798.1",1,TRUE
"Cosavirus F","Cosavirus F",NA,NA,"Added Nov 2018","﻿Kapusinszky2012",NA,"Cosavirus F",TRUE,FALSE,"22615791; 27631733; 19033469","Woolhouse2018","Orphan","NC_034385.1",1,TRUE
"Cumuto goukovirus","Cumuto goukovirus",0,"Mosquito","Added Nov 2018","﻿Auguste2014","﻿Auguste2014","Cumuto goukovirus",FALSE,NA,"","Woolhouse2018","Insect","KF543244.1; KF543245.1; KF543246.1",1,FALSE
"Cypovirus 1","Cypovirus 1",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 1",FALSE,NA,"","Woolhouse2018","Insect","NC_003016.1; NC_003017.1; NC_003018.1; NC_003019.1; NC_003020.1; NC_003021.1; NC_003022.1; NC_003023.1; NC_003024.1; NC_003025.1",1,FALSE
"Cypovirus 14","Cypovirus 14",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 14",FALSE,NA,"","Woolhouse2018","Insect","NC_003006.1; NC_003007.1; NC_003008.1; NC_003009.1; NC_003010.1; NC_003011.1; NC_003012.1; NC_003013.1; NC_003014.1; NC_003015.1",1,FALSE
"Cypovirus 15","Cypovirus 15",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 15",FALSE,NA,"","Woolhouse2018","Insect","NC_002557.1; NC_002558.1; NC_002559.1; NC_002567.1; NC_002560.1; NC_002561.1; NC_002562.1; NC_002563.1; NC_002564.1; NC_002565.1; NC_002566.1",1,FALSE
"Cypovirus 16","Cypovirus 16",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 16",FALSE,NA,"","Woolhouse2018","Insect","NC_038648.1; NC_038649.1; NC_038652.1; NC_038645.1; NC_038651.1; NC_038646.1; NC_038647.1; NC_038650.1",0,FALSE
"Cypovirus 2","Cypovirus 2",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 2",FALSE,NA,"","Woolhouse2018","Insect","NC_023491.1; NC_023486.1; NC_023492.1; NC_023487.1; NC_023488.1; NC_023493.1; NC_023489.1; NC_023494.1; NC_023490.1; NC_023495.1",1,FALSE
"Cypovirus 5","Cypovirus 5",0,NA,"Added Nov 2018","Knipe2013",NA,"Cypovirus 5",FALSE,NA,"","Woolhouse2018","Insect","NC_010670.1; NC_010669.1; NC_010668.1; NC_010667.1; NC_010666.1; NC_010665.1; NC_010662.1; NC_010664.1; NC_010663.1; NC_010661.1",1,FALSE
"Dabieshan orthohantavirus","Dabieshan orthohantavirus",0,NA,"Added Nov 2018","﻿Lin2012",NA,"Dabieshan orthohantavirus",FALSE,NA,"","Woolhouse2018","Rodent","NC_038383.1; NC_038384.1",1,FALSE
"Datura yellow vein nucleorhabdovirus","Datura yellow vein nucleorhabdovirus",NA,NA,"Added Nov 2018",NA,NA,"Datura yellow vein nucleorhabdovirus",FALSE,NA,"","Woolhouse2018","Plant","NC_028231.1",1,FALSE
"DeBrazza’s monkey arterivirus","DeBrazza’s monkey arterivirus",NA,NA,"Added Nov 2018",NA,NA,"Iotaarterivirus debrazmo",FALSE,NA,"","Woolhouse2018",NA,"NC_026509.1",1,FALSE
"Drosophila affinis sigmavirus","Drosophila affinis sigmavirus",0,NA,"Added Nov 2018",NA,NA,"Drosophila affinis sigmavirus",FALSE,NA,"","Woolhouse2018","Insect","NC_038278.1",1,FALSE
"Drosophila ananassae sigmavirus","Drosophila ananassae sigmavirus",0,NA,"Added Nov 2018",NA,NA,"Drosophila ananassae sigmavirus",FALSE,NA,"","Woolhouse2018","Insect","NC_038279.1",1,FALSE
"Drosophila immigrans sigmavirus","Drosophila immigrans sigmavirus",0,NA,"Added Nov 2018",NA,NA,"Drosophila immigrans sigmavirus",FALSE,NA,"","Woolhouse2018","Insect","NC_038280.1",1,FALSE
"Drosophila X virus","Drosophila X virus",0,NA,"Added Nov 2018",NA,NA,"Drosophila X virus",FALSE,NA,"","Woolhouse2018","Insect","NC_004177.1; NC_004169.1",1,FALSE
"Durham tupavirus","Durham tupavirus",NA,NA,"Added Nov 2018","﻿Allison2011",NA,"Durham tupavirus",FALSE,NA,"","Woolhouse2018","Orphan","NC_038284.1",1,FALSE
"Echinochloa hoja blanca tenuivirus","Echinochloa hoja blanca tenuivirus",NA,NA,"Added Nov 2018",NA,NA,"Echinochloa hoja blanca tenuivirus",FALSE,NA,"","Woolhouse2018","Plant","NC_038934.1; NC_038935.1; NC_038936.1",0,FALSE
"Edge Hill virus","Edge Hill virus",NA,"Mosquito","Added Nov 2018","﻿Weissenbock2010","﻿Weissenbock2010","Edge Hill virus",FALSE,TRUE,"3007952; 19486319","Woolhouse2018","Orphan","NC_030289.1",1,FALSE
"Elapid 1 bornavirus","Elapid 1 bornavirus",NA,NA,"Added Nov 2018","﻿Kuhn2014",NA,"Elapid 1 orthobornavirus",FALSE,NA,"","Woolhouse2018","Reptile","NC_024778.1",1,FALSE
"Enterovirus E","Enterovirus E",0,NA,"Added Nov 2018","﻿Zhu2014",NA,"Enterovirus E",FALSE,TRUE,"13773015; 28367789","Woolhouse2018","Artiodactyl","NC_001859.1",1,FALSE
"Enterovirus F","Enterovirus F",0,NA,"Added Nov 2018","﻿Zell2018",NA,"Enterovirus F",FALSE,NA,"","Woolhouse2018","Artiodactyl","NC_021220.1",1,FALSE
"Enterovirus J","Enterovirus J",0,NA,"Added Nov 2018","﻿Mombo2017",NA,"Enterovirus J",FALSE,NA,"","Woolhouse2018","NonHumanPrimate","NC_013695.1",1,FALSE
"Eriocheir sinensis reovirus","Eriocheir sinensis reovirus",NA,NA,"Added Nov 2018",NA,NA,"Eriocheir sinensis reovirus",FALSE,NA,"","Woolhouse2018","Crustacean","NC_043180.1; NC_043185.1; NC_043183.1; NC_043184.1; NC_043182.1; NC_043190.1; NC_043186.1; NC_043181.1; NC_043187.1; NC_043191.1; NC_043189.1; NC_043188.1",1,FALSE
