Babayan,Olival,Woolhouse,UniversalName,OtherTaxonomicInfo,Comments,Remove,RemoveComment,SppName_ICTV_MSL2018b
,,Kibale herbevirus,Kibale herbevirus,,,,,Kibale herbevirus
,,Tai herbevirus,Tai herbevirus,,,,,Tai herbevirus
,,Acara orthobunyavirus,Acara orthobunyavirus,,,,,Acara orthobunyavirus
,,Alajuela orthobunyavirus,Alajuela orthobunyavirus,,,,,Alajuela orthobunyavirus
,,Batama orthobunyavirus,Batama orthobunyavirus,,,,,Batama orthobunyavirus
,,Benevides orthobunyavirus,Benevides orthobunyavirus,,,,,Benevides orthobunyavirus
,,Bertioga orthobunyavirus,Bertioga orthobunyavirus,,,,,Bertioga orthobunyavirus
,,Botambi orthobunyavirus,Botambi orthobunyavirus,,,,,Botambi orthobunyavirus
,,Bushbush orthobunyavirus,Bushbush orthobunyavirus,,,,,Bushbush orthobunyavirus
,,Capim orthobunyavirus,Capim orthobunyavirus,,,,,Capim orthobunyavirus
,,Gamboa orthobunyavirus,Gamboa orthobunyavirus,,,,,Gamboa orthobunyavirus
,,Guajara orthobunyavirus,Guajara orthobunyavirus,,,,,Guajara orthobunyavirus
,,MPoko orthobunyavirus,MPoko orthobunyavirus,,,,,MPoko orthobunyavirus
,,Olifantsvlei orthobunyavirus,Olifantsvlei orthobunyavirus,,,,,Olifantsvlei orthobunyavirus
,,Tete orthobunyavirus,Tete orthobunyavirus,,,,,Tete orthobunyavirus
,,Thimiri orthobunyavirus,Thimiri orthobunyavirus,,,,,Thimiri orthobunyavirus
,,Timboteua orthobunyavirus,Timboteua orthobunyavirus,,,,,Timboteua orthobunyavirus
,,Cumuto goukovirus,Cumuto goukovirus,,,,,Cumuto goukovirus
,,Yichang insect goukovirus,Yichang insect goukovirus,,,,,Yichang insect goukovirus
,,Badu phasivirus,Badu phasivirus,,,,,Badu phasivirus
,,Phasi Charoen-like phasivirus,Phasi Charoen-like phasivirus,,,,,Phasi Charoen-like phasivirus
,,Wutai mosquito phasivirus,Wutai mosquito phasivirus,,,,,Wutai mosquito phasivirus
,,Chilibre phlebovirus,Chilibre phlebovirus,,,,,Chilibre phlebovirus
,,Frijoles phlebovirus,Frijoles phlebovirus,,,,,Frijoles phlebovirus
,,Echinochloa hoja blanca tenuivirus,Echinochloa hoja blanca tenuivirus,,,,,Echinochloa hoja blanca tenuivirus
,,Iranian wheat stripe tenuivirus,Iranian wheat stripe tenuivirus,,,,,Iranian wheat stripe tenuivirus
,,Maize stripe tenuivirus,Maize stripe tenuivirus,,,,,Maize stripe tenuivirus
,,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus,,,,,Rice grassy stunt tenuivirus
,,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus,,,,,Rice hoja blanca tenuivirus
,,Rice stripe tenuivirus,Rice stripe tenuivirus,,,,,Rice stripe tenuivirus
,,Urochloa hoja blanca tenuivirus,Urochloa hoja blanca tenuivirus,,,,,Urochloa hoja blanca tenuivirus
,,Tilapia tilapinevirus,Tilapia tilapinevirus,,,,,Tilapia tilapinevirus
,,Influenza D virus,Influenza D virus,,,,,Influenza D virus
,,Mink coronavirus 1,Mink coronavirus 1,,,,,Mink coronavirus 1
,,Miniopterus bat coronavirus 1,Miniopterus bat coronavirus 1,,,,,Miniopterus bat coronavirus 1
,,Fathead minnow nidovirus 1,Fathead minnow nidovirus 1,,,,,Fathead minnow nidovirus 1
,,Chinook salmon nidovirus 1,Chinook salmon nidovirus 1,,,,,Chinook salmon nidovirus 1
,,Bovine nidovirus 1,Bovine nidovirus 1,,,,,Bovine nidovirus 1
,,Ball python nidovirus 1,Ball python nidovirus 1,,,,,Ball python nidovirus 1
,,Chaetoceros tenuissimus RNA virus 01,Chaetoceros tenuissimus RNA virus 01,,,,,Chaetoceros tenuissimus RNA virus 01
,,Rhizosolenia setigera RNA virus 01,Rhizosolenia setigera RNA virus 01,,,,,Rhizosolenia setigera RNA virus 01
,,Aurantiochytrium single-stranded RNA virus 01,Aurantiochytrium single-stranded RNA virus 01,,,,,Aurantiochytrium single-stranded RNA virus 01
,,Ampivirus A,Ampivirus A,,,,,Ampivirus A
,,Bovine rhinitis A virus,Bovine rhinitis A virus,,,,,Bovine rhinitis A virus
,,Bovine rhinitis B virus,Bovine rhinitis B virus,,,,,Bovine rhinitis B virus
,,Avisivirus A,Avisivirus A,,,,,Avisivirus A
,,Cardiovirus C,Cardiovirus C,,,,,Cardiovirus C
,,Cadicivirus A,Cadicivirus A,,,,,Cadicivirus A
,,Enterovirus F,Enterovirus F,,,,,Enterovirus F
,,Enterovirus J,Enterovirus J,,,,,Enterovirus J
,,Gallivirus A,Gallivirus A,,,,,Gallivirus A
,,Hepatovirus C,Hepatovirus C,,,,,Hepatovirus C
,,Hepatovirus D,Hepatovirus D,,,,,Hepatovirus D
,,Hepatovirus E,Hepatovirus E,,,,,Hepatovirus E
,,Hepatovirus F,Hepatovirus F,,,,,Hepatovirus F
,,Hepatovirus G,Hepatovirus G,,,,,Hepatovirus G
,,Hepatovirus H,Hepatovirus H,,,,,Hepatovirus H
,,Hepatovirus I,Hepatovirus I,,,,,Hepatovirus I
,,Hunnivirus A,Hunnivirus A,,,,,Hunnivirus A
,,Aichivirus B,Aichivirus B,,,,,Aichivirus B
,,Aichivirus C,Aichivirus C,,,,,Aichivirus C
,,Aichivirus D,Aichivirus D,,,,,Aichivirus D
,,Aichivirus E,Aichivirus E,,,,,Aichivirus E
,,Aichivirus F,Aichivirus F,,,,,Aichivirus F
,,Kunsagivirus A,Kunsagivirus A,,,,,Kunsagivirus A
,,Limnipivirus A,Limnipivirus A,,,,,Limnipivirus A
,,Limnipivirus B,Limnipivirus B,,,,,Limnipivirus B
,,Mischivirus B,Mischivirus B,,,,,Mischivirus B
,,Mosavirus A,Mosavirus A,,,,,Mosavirus A
,,Parechovirus C,Parechovirus C,,,,,Parechovirus C
,,Parechovirus D,Parechovirus D,,,,,Parechovirus D
,,Pasivirus A,Pasivirus A,,,,,Pasivirus A
,,Passerivirus A,Passerivirus A,,,,,Passerivirus A
,,Potamipivirus A,Potamipivirus A,,,,,Potamipivirus A
,,Rabovirus A,Rabovirus A,,,,,Rabovirus A
,,Rosavirus A,Rosavirus A,,,,,Rosavirus A
,,Sapelovirus B,Sapelovirus B,,,,,Sapelovirus B
,,Senecavirus A,Senecavirus A,,,,,Senecavirus A
,,Torchivirus A,Torchivirus A,,,,,Torchivirus A
,,Mamastrovirus 5,Mamastrovirus 5,,,,,Mamastrovirus 5
,,Mamastrovirus 7,Mamastrovirus 7,,,,,Mamastrovirus 7
,,Mamastrovirus 11,Mamastrovirus 11,,,,,Mamastrovirus 11
,,Mamastrovirus 12,Mamastrovirus 12,,,,,Mamastrovirus 12
,,Mamastrovirus 14,Mamastrovirus 14,,,,,Mamastrovirus 14
,,Mamastrovirus 15,Mamastrovirus 15,,,,,Mamastrovirus 15
,,Mamastrovirus 16,Mamastrovirus 16,,,,,Mamastrovirus 16
,,Mamastrovirus 17,Mamastrovirus 17,,,,,Mamastrovirus 17
,,Mamastrovirus 18,Mamastrovirus 18,,,,,Mamastrovirus 18
,,Mamastrovirus 19,Mamastrovirus 19,,,,,Mamastrovirus 19
,,Infectious pancreatic necrosis virus,Infectious pancreatic necrosis virus,,,,,Infectious pancreatic necrosis virus
,,Tellina virus,Tellina virus,,,,,Tellina virus
,,Yellowtail ascites virus,Yellowtail ascites virus,,,,,Yellowtail ascites virus
,,Infectious bursal disease virus,Infectious bursal disease virus,,,,,Infectious bursal disease virus
,,Blotched snakehead virus,Blotched snakehead virus,,,,,Blotched snakehead virus
,,Drosophila X virus,Drosophila X virus,,,,,Drosophila X virus
,,Cassava virus C,Cassava virus C,,,,,Cassava virus C
,,Epirus cherry virus,Epirus cherry virus,,,,,Epirus cherry virus
,,Ourmia melon virus,Ourmia melon virus,,,,,Ourmia melon virus
,,Israel turkey meningoencephalomyelitis virus,Israel turkey meningoencephalomyelitis virus,,,,,Israel turkey meningoencephalomyelitis virus
,,Kadam virus,Kadam virus,,,,,Kadam virus
,,Meaban virus,Meaban virus,,,,,Meaban virus
,,Saumarez Reef virus,Saumarez Reef virus,,,,,Saumarez Reef virus
,,Yaounde virus,Yaounde virus,,,,,Yaounde virus
,,Hepacivirus A,Hepacivirus A,,,,,Hepacivirus A
,,Hepacivirus B,Hepacivirus B,,,,,Hepacivirus B
,,Hepacivirus D,Hepacivirus D,,,,,Hepacivirus D
,,Hepacivirus E,Hepacivirus E,,,,,Hepacivirus E
,,Hepacivirus F,Hepacivirus F,,,,,Hepacivirus F
,,Hepacivirus G,Hepacivirus G,,,,,Hepacivirus G
,,Hepacivirus H,Hepacivirus H,,,,,Hepacivirus H
,,Hepacivirus I,Hepacivirus I,,,,,Hepacivirus I
,,Hepacivirus J,Hepacivirus J,,,,,Hepacivirus J
,,Hepacivirus K,Hepacivirus K,,,,,Hepacivirus K
,,Hepacivirus L,Hepacivirus L,,,,,Hepacivirus L
,,Hepacivirus M,Hepacivirus M,,,,,Hepacivirus M
,,Hepacivirus N,Hepacivirus N,,,,,Hepacivirus N
,,Pegivirus B,Pegivirus B,,,,,Pegivirus B
,,Pegivirus D,Pegivirus D,,,,,Pegivirus D
,,Pegivirus F,Pegivirus F,,,,,Pegivirus F
,,Pegivirus G,Pegivirus G,,,,,Pegivirus G
,,Pegivirus I,Pegivirus I,,,,,Pegivirus I
,,Pegivirus J,Pegivirus J,,,,,Pegivirus J
,,Pegivirus K,Pegivirus K,,,,,Pegivirus K
,,Blueberry necrotic ring blotch virus,Blueberry necrotic ring blotch virus,,,,,Blueberry necrotic ring blotch virus
,,Citrus leprosis virus C,Citrus leprosis virus C,,,,,Citrus leprosis virus C
,,Citrus leprosis virus C2,Citrus leprosis virus C2,,,,,Citrus leprosis virus C2
,,Hibiscus green spot virus 2,Hibiscus green spot virus 2,,,,,Hibiscus green spot virus 2
,,Rabbit picobirnavirus,Rabbit picobirnavirus,,,,,Rabbit picobirnavirus
,,Eriocheir sinensis reovirus,Eriocheir sinensis reovirus,,,,,Eriocheir sinensis reovirus
,,Micromonas pusilla reovirus,Micromonas pusilla reovirus,,,,,Micromonas pusilla reovirus
,,Chenuda virus,Chenuda virus,,,,,Chenuda virus
,,Ieri virus,Ieri virus,,,,,Ieri virus
,,St Croix River virus,St Croix River virus,,,,,St Croix River virus
,,Umatilla virus,Umatilla virus,,,,,Umatilla virus
,,Yunnan orbivirus,Yunnan orbivirus,,,,,Yunnan orbivirus
,,Rice dwarf virus,Rice dwarf virus,,,,,Rice dwarf virus
,,Rice gall dwarf virus,Rice gall dwarf virus,,,,,Rice gall dwarf virus
,,Wound tumor virus,Wound tumor virus,,,,,Wound tumor virus
,,Rotavirus D,Rotavirus D,,,,,Rotavirus D
,,Rotavirus F,Rotavirus F,,,,,Rotavirus F
,,Rotavirus G,Rotavirus G,,,,,Rotavirus G
,,Rotavirus I,Rotavirus I,,,,,Rotavirus I
,,Kadipiro virus,Kadipiro virus,,,,,Kadipiro virus
,,Liao ning virus,Liao ning virus,,,,,Liao ning virus
,,Aquareovirus A,Aquareovirus A,,,,,Aquareovirus A
,,Aquareovirus B,Aquareovirus B,,,,,Aquareovirus B
,,Aquareovirus C,Aquareovirus C,,,,,Aquareovirus C
,,Aquareovirus D,Aquareovirus D,,,,,Aquareovirus D
,,Aquareovirus E,Aquareovirus E,,,,,Aquareovirus E
,,Aquareovirus F,Aquareovirus F,,,,,Aquareovirus F
,,Aquareovirus G,Aquareovirus G,,,,,Aquareovirus G
,,Cypovirus 1,Cypovirus 1,,,,,Cypovirus 1
,,Cypovirus 2,Cypovirus 2,,,,,Cypovirus 2
,,Cypovirus 3,Cypovirus 3,,,,,Cypovirus 3
,,Cypovirus 4,Cypovirus 4,,,,,Cypovirus 4
,,Cypovirus 5,Cypovirus 5,,,,,Cypovirus 5
,,Cypovirus 6,Cypovirus 6,,,,,Cypovirus 6
,,Cypovirus 7,Cypovirus 7,,,,,Cypovirus 7
,,Cypovirus 8,Cypovirus 8,,,,,Cypovirus 8
,,Cypovirus 9,Cypovirus 9,,,,,Cypovirus 9
,,Cypovirus 10,Cypovirus 10,,,,,Cypovirus 10
,,Cypovirus 11,Cypovirus 11,,,,,Cypovirus 11
,,Cypovirus 12,Cypovirus 12,,,,,Cypovirus 12
,,Cypovirus 13,Cypovirus 13,,,,,Cypovirus 13
,,Cypovirus 14,Cypovirus 14,,,,,Cypovirus 14
,,Cypovirus 15,Cypovirus 15,,,,,Cypovirus 15
,,Cypovirus 16,Cypovirus 16,,,,,Cypovirus 16
,,Aedes pseudoscutellaris reovirus,Aedes pseudoscutellaris reovirus,,,,,Aedes pseudoscutellaris reovirus
,,Fiji disease virus,Fiji disease virus,,,,,Fiji disease virus
,,Garlic dwarf virus,Garlic dwarf virus,,,,,Garlic dwarf virus
,,Maize rough dwarf virus,Maize rough dwarf virus,,,,,Maize rough dwarf virus
,,Mal de Rio Cuarto virus,Mal de Rio Cuarto virus,,,,,Mal de Rio Cuarto virus
,,Nilaparvata lugens reovirus,Nilaparvata lugens reovirus,,,,,Nilaparvata lugens reovirus
,,Oat sterile dwarf virus,Oat sterile dwarf virus,,,,,Oat sterile dwarf virus
,,Pangola stunt virus,Pangola stunt virus,,,,,Pangola stunt virus
,,Rice black streaked dwarf virus,Rice black streaked dwarf virus,,,,,Rice black streaked dwarf virus
,,Southern rice black-streaked dwarf virus,Southern rice black-streaked dwarf virus,,,,,Southern rice black-streaked dwarf virus
,,Idnoreovirus 1,Idnoreovirus 1,,,,,Idnoreovirus 1
,,Idnoreovirus 2,Idnoreovirus 2,,,,,Idnoreovirus 2
,,Idnoreovirus 3,Idnoreovirus 3,,,,,Idnoreovirus 3
,,Idnoreovirus 4,Idnoreovirus 4,,,,,Idnoreovirus 4
,,Idnoreovirus 5,Idnoreovirus 5,,,,,Idnoreovirus 5
,,Mycoreovirus 1,Mycoreovirus 1,,,,,Mycoreovirus 1
,,Mycoreovirus 2,Mycoreovirus 2,,,,,Mycoreovirus 2
,,Mycoreovirus 3,Mycoreovirus 3,,,,,Mycoreovirus 3
,,Avian orthoreovirus,Avian orthoreovirus,,,,,Avian orthoreovirus
,,Piscine orthoreovirus,Piscine orthoreovirus,,,,,Piscine orthoreovirus
,,Reptilian orthoreovirus,Reptilian orthoreovirus,,,,,Reptilian orthoreovirus
,,Echinochloa ragged stunt virus,Echinochloa ragged stunt virus,,,,,Echinochloa ragged stunt virus
,,Rice ragged stunt virus,Rice ragged stunt virus,,,,,Rice ragged stunt virus
,,Poinsettia latent virus,Poinsettia latent virus,,,,,Poinsettia latent virus
,,Artemisia virus A,Artemisia virus A,,,,,Artemisia virus A
,,Blueberry shoestring virus,Blueberry shoestring virus,,,,,Blueberry shoestring virus
,,Cocksfoot mottle virus,Cocksfoot mottle virus,,,,,Cocksfoot mottle virus
,,Cymbidium chlorotic mosaic virus,Cymbidium chlorotic mosaic virus,,,,,Cymbidium chlorotic mosaic virus
,,Imperata yellow mottle virus,Imperata yellow mottle virus,,,,,Imperata yellow mottle virus
,,Lucerne transient streak virus,Lucerne transient streak virus,,,,,Lucerne transient streak virus
,,Papaya lethal yellowing virus,Papaya lethal yellowing virus,,,,,Papaya lethal yellowing virus
,,Rice yellow mottle virus,Rice yellow mottle virus,,,,,Rice yellow mottle virus
,,Rottboellia yellow mottle virus,Rottboellia yellow mottle virus,,,,,Rottboellia yellow mottle virus
,,Ryegrass mottle virus,Ryegrass mottle virus,,,,,Ryegrass mottle virus
,,Sesbania mosaic virus,Sesbania mosaic virus,,,,,Sesbania mosaic virus
,,Solanum nodiflorum mottle virus,Solanum nodiflorum mottle virus,,,,,Solanum nodiflorum mottle virus
,,Southern bean mosaic virus,Southern bean mosaic virus,,,,,Southern bean mosaic virus
,,Southern cowpea mosaic virus,Southern cowpea mosaic virus,,,,,Southern cowpea mosaic virus
,,Sowbane mosaic virus,Sowbane mosaic virus,,,,,Sowbane mosaic virus
,,Soybean yellow common mosaic virus,Soybean yellow common mosaic virus,,,,,Soybean yellow common mosaic virus
,,Subterranean clover mottle virus,Subterranean clover mottle virus,,,,,Subterranean clover mottle virus
,,Turnip rosette virus,Turnip rosette virus,,,,,Turnip rosette virus
,,Velvet tobacco mottle virus,Velvet tobacco mottle virus,,,,,Velvet tobacco mottle virus
,,Trocara virus,Trocara virus,,,,,Trocara virus
,,Tobacco albetovirus 1,Tobacco albetovirus 1,,,,,Tobacco albetovirus 1
,,Tobacco albetovirus 2,Tobacco albetovirus 2,,,,,Tobacco albetovirus 2
,,Tobacco albetovirus 3,Tobacco albetovirus 3,,,,,Tobacco albetovirus 3
,,Maize aumaivirus 1,Maize aumaivirus 1,,,,,Maize aumaivirus 1
,,Botrytis porri botybirnavirus 1,Botrytis porri botybirnavirus 1,,,,,Botrytis porri botybirnavirus 1
,,Raspberry bushy dwarf virus,Raspberry bushy dwarf virus,,,,,Raspberry bushy dwarf virus
,,Panicum papanivirus 1,Panicum papanivirus 1,,,,,Panicum papanivirus 1
,,Lake Sinai virus 1,Lake Sinai virus 1,,,,,Lake Sinai virus 1
,,Lake Sinai virus 2,Lake Sinai virus 2,,,,,Lake Sinai virus 2
,,Tobacco virtovirus 1,Tobacco virtovirus 1,,,,,Tobacco virtovirus 1
,,Avian carcinoma Mill Hill virus 2,Avian carcinoma Mill Hill virus 2,,,,,Avian carcinoma Mill Hill virus 2
,,Avian leukosis virus,Avian leukosis virus,,,,,Avian leukosis virus
,,Avian myeloblastosis virus,Avian myeloblastosis virus,,,,,Avian myeloblastosis virus
,,Avian myelocytomatosis virus 29,Avian myelocytomatosis virus 29,,,,,Avian myelocytomatosis virus 29
,,Avian sarcoma virus CT10,Avian sarcoma virus CT10,,,,,Avian sarcoma virus CT10
,,Fujinami sarcoma virus,Fujinami sarcoma virus,,,,,Fujinami sarcoma virus
,,Rous sarcoma virus,Rous sarcoma virus,,,,,Rous sarcoma virus
,,UR2 sarcoma virus,UR2 sarcoma virus,,,,,UR2 sarcoma virus
,,Y73 sarcoma virus,Y73 sarcoma virus,,,,,Y73 sarcoma virus
,,Walleye dermal sarcoma virus,Walleye dermal sarcoma virus,,,,,Walleye dermal sarcoma virus
,,Walleye epidermal hyperplasia virus 1,Walleye epidermal hyperplasia virus 1,,,,,Walleye epidermal hyperplasia virus 1
,,Walleye epidermal hyperplasia virus 2,Walleye epidermal hyperplasia virus 2,,,,,Walleye epidermal hyperplasia virus 2
,,Chick syncytial virus,Chick syncytial virus,,,,,Chick syncytial virus
,,Finkel-Biskis-Jinkins murine sarcoma virus,Finkel-Biskis-Jinkins murine sarcoma virus,,,,,Finkel-Biskis-Jinkins murine sarcoma virus
,,Gardner-Arnstein feline sarcoma virus,Gardner-Arnstein feline sarcoma virus,,,,,Gardner-Arnstein feline sarcoma virus
,,Hardy-Zuckerman feline sarcoma virus,Hardy-Zuckerman feline sarcoma virus,,,,,Hardy-Zuckerman feline sarcoma virus
,,Harvey murine sarcoma virus,Harvey murine sarcoma virus,,,,,Harvey murine sarcoma virus
,,Kirsten murine sarcoma virus,Kirsten murine sarcoma virus,,,,,Kirsten murine sarcoma virus
,,Koala retrovirus,Koala retrovirus,,,,,Koala retrovirus
,,Reticuloendotheliosis virus,Reticuloendotheliosis virus,,,,,Reticuloendotheliosis virus
,,Snyder-Theilen feline sarcoma virus,Snyder-Theilen feline sarcoma virus,,,,,Snyder-Theilen feline sarcoma virus
,,Trager duck spleen necrosis virus,Trager duck spleen necrosis virus,,,,,Trager duck spleen necrosis virus
,,Viper retrovirus,Viper retrovirus,,,,,Viper retrovirus
,,Jembrana disease virus,Jembrana disease virus,,,,,Jembrana disease virus
,,Kigluaik phantom orthophasmavirus,Kigluaik phantom orthophasmavirus,,,,,Kigluaik phantom orthophasmavirus
,,Nome phantom orthophasmavirus,Nome phantom orthophasmavirus,,,,,Nome phantom orthophasmavirus
,,Shuangao insect orthophasmavirus 2,Shuangao insect orthophasmavirus 2,,,,,Insect inshuvirus
,,Wuchang cockroach orthophasmavirus 1,Wuchang cockroach orthophasmavirus 1,,,,,Wuchang cockroach orthophasmavirus 1
,,Wuhan mosquito orthophasmavirus 1,Wuhan mosquito orthophasmavirus 1,,,,,Wuhan mosquito orthophasmavirus 1
,,Wuhan mosquito orthophasmavirus 2,Wuhan mosquito orthophasmavirus 2,,,,,Wuhan mosquito orthophasmavirus 2
